# K-Export Stars Foreign Flow aggregates · as of 2026-08-28 · CC BY 4.0 · kexportstars.com/foreign-flow-watch/
ticker,name_en,market,last_close,f_1d_sh,f_5d_sh,f_5d_val,f_20d_sh,f_20d_val,i_1d_sh,i_5d_sh,i_20d_sh
035720,Kakao,KOSPI,36850,260395,1710872,61759591050,2145229,83714872800,18166,-58674,-2611872
042660,Hanwha Ocean,KOSPI,88500,-5028,626425,54026269300,2362597,211115677600,30665,24932,-1215057
006800,MIRAE ASSET SECURITIES,KOSPI,36150,31143,834646,29740388650,2798568,96989726350,109602,-259809,-1784580
483650,d'Alba Global,KOSPI,229000,40554,93644,21683609500,141788,31550236500,-46456,16774,-344396
064350,HYUNDAI ROTEM,KOSPI,139100,34778,136016,18288368000,844421,117374542500,-30043,-97407,-776907
141080,LigaChem Biosciences,KOSDAQ,101000,-17133,93256,9348952000,101987,9272710600,4063,-109875,-173442
272210,HANWHA SYSTEMS,KOSPI,75800,-45595,111006,8310482300,696643,48415197200,775,43928,88074
036570,NC,KOSPI,225000,6771,18259,4108812500,123602,29348270000,-2898,-20748,-178854
279570,Kbank,KOSPI,5700,126606,351356,1994434540,757781,4292043790,-10414,-165093,-869080
005070,CosmoAM&T,KOSPI,,,,,164347,6241911100,,,12874
187420,HLB Genex,KOSDAQ,,,,,-41086,-98860258,,,7869
008250,EagonIndustrial,KOSPI,,,,,-37667,-98240250,,,482
008870,Kumbi,KOSPI,,,,,-397,-15513600,,,113
023530,"LOTTE SHOPPING CO., LTD.",KOSPI,,,,,504467,54255621700,,,-745214
261200,"DENTIS CO.,LTD",KOSDAQ,,,,,-129378,-354318360,,,0
035900,JYP Entertainment Corporation,KOSDAQ,,,,,-921660,-38059418600,,,-933665
119610,INTEROJO CO. LTD.,KOSDAQ,,,,,-85688,-1267236220,,,14275
077970,"STXEngineCo.,Ltd",KOSPI,,,,,-210282,-5858771450,,,-33257
049550,"INKTEC CO., LTD.",KOSDAQ,,,,,-6338,-22710090,,,4000
241790,TEMC CNS,KOSDAQ,,,,,92356,488299090,,,-343
086280,"HYUNDAIGLOVIS Co.,LTD",KOSPI,,,,,163363,33014298100,,,-105839
001790,TS,KOSPI,,,,,-263409,-708146945,,,855596
002390,HANDOK Inc.,KOSPI,,,,,-8388,-79171090,,,1402
377460,Q AID,KOSDAQ,,,,,0,0,,,0
412540,"JEIL M&S CO., LTD",KOSDAQ,,,,,0,0,,,0
115610,"IMAGIS Co., Ltd.",KOSDAQ,,,,,82633,133821716,,,-520
087260,"MOBILE APPLIANCE, INC.",KOSDAQ,,,,,0,0,,,0
060850,"YoungLimWon SoftLab. Co., Ltd.",KOSDAQ,,,,,-11800,-56904510,,,0
370090,Furonteer Inc.,KOSDAQ,,,,,-620,-26541980,,,149
000320,NorooHoldings,KOSPI,,,,,9708,160399260,,,2585
073540,"FRTEK CO., LTD.",KOSDAQ,,,,,55084,120154355,,,-52
078520,ABLE C&C,KOSPI,,,,,-96354,-1297818910,,,255077
208140,"JUNGDAWN Co., Ltd.",KOSDAQ,,,,,38639,86983345,,,-240
243840,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",KOSDAQ,,,,,-210968,-1058811090,,,4938
056090,CG MedTech,KOSDAQ,,,,,-100551,-106869079,,,36219
060480,"KUKIL METAL CO., LTD",KOSDAQ,,,,,221876,245188448,,,0
003670,POSCO FUTURE M,KOSPI,,,,,-204994,-30769240800,,,-92036
006380,CAPRO,KOSPI,,,,,0,0,,,0
009270,Shinwon,KOSPI,,,,,-1686350,-1935807236,,,-76646
009320,AJIN ELECTRONIC COMPONENTS,KOSPI,,,,,54005,54000324,,,3968
014790,HL D&I HALLA CORPORATION,KOSPI,,,,,-18484,-50258445,,,-9256
036010,"ABCO ELECTRONICS CO., LTD.",KOSDAQ,,,,,-130133,-851986140,,,36037
038500,"SAMPYO Cement Co., Ltd.",KOSDAQ,,,,,236345,1708302870,,,-71874
089470,HDC Hyundai Engineering Plastics,KOSPI,,,,,-38760,-146524225,,,52240
093380,"PUNGKANG CO.,LTD",KOSDAQ,,,,,-6952,-14297715,,,-1202
014470,"Bubang Co., Ltd.",KOSDAQ,,,,,-58067,-62732574,,,7028
030530,"WONIK HOLDINGS CO.,LTD.",KOSDAQ,,,,,-165546,-3314964540,,,112700
033830,TBC,KOSDAQ,,,,,0,0,,,-2465
083930,"AVACO CO.,LTD.",KOSDAQ,,,,,-49464,-556255470,,,-16013
094170,"DONGWOON ANATECH CO.,LTD.",KOSDAQ,,,,,-184046,-5760991550,,,-2731
005680,SamyoungElectronics,KOSPI,,,,,-74897,-933774170,,,10873
450950,"ASTERASYS Co., Ltd.",KOSDAQ,,,,,-5877,-38825040,,,-3493
479960,Winners Elec,KOSDAQ,,,,,-4118,-28659820,,,-30
007110,IlshinStone,KOSPI,,,,,-1680183,-1187194448,,,-54212
267250,HD HYUNDAI,KOSPI,,,,,-168638,-37328319700,,,98951
082740,Hanwha Engine,KOSPI,,,,,-401841,-21531199050,,,-298472
108860,SELVAS AI Inc.,KOSDAQ,,,,,-123074,-1554884970,,,21274
054800,"IDIS Holdings Co., Ltd.",KOSDAQ,,,,,-4222,-63962220,,,3419
045660,"ATEC CO.,Ltd",KOSDAQ,,,,,48352,431312980,,,3363
348030,MOBIRIX Corporation,KOSDAQ,,,,,-8029,-24342580,,,419306
206400,BENO TNR,KOSDAQ,,,,,68414,59619639,,,-7748
084870,TBH GLOBAL,KOSPI,,,,,115397,250500525,,,501302
285490,NOVATECH,KOSDAQ,,,,,-27821,-336747200,,,-56
393890,"W-SCOPE CHUNGJU PLANT CO., LTD.",KOSDAQ,,,,,-687619,-5788688690,,,568762
418470,kt millie seojae,KOSDAQ,,,,,62447,628271830,,,-60369
004910,ChokwangPaint,KOSPI,,,,,11098,36295830,,,1082
025820,LeekuIndustrial,KOSPI,,,,,310311,1291240590,,,12702
028670,PanOcean,KOSPI,,,,,4136084,25087115130,,,1119755
036200,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,KOSDAQ,,,,,18,139667660,,,121101
123410,KOREA FUEL-TECH CORPORATION,KOSDAQ,,,,,-340315,-1901576280,,,412217
101680,"HNK MACHINE TOOL CO.,LTD.",KOSDAQ,,,,,40644,107333105,,,0
126600,BGFecomaterials,KOSDAQ,,,,,-90266,-257832090,,,-870
300720,HANILCEMENT,KOSPI,,,,,31170,431061490,,,14766
204840,GL Pharm Tech Corp.,KOSDAQ,,,,,-45537,-189449830,,,-1911
095700,"Genexine, Inc.",KOSDAQ,,,,,-393337,-1212832300,,,60852
273640,"YM Tech Co., Ltd.",KOSDAQ,,,,,-23672,-128394710,,,8
405920,"NARA CELLAR Co.,Ltd.",KOSDAQ,,,,,-935,-1739224,,,-194
009180,Hansol Logistics,KOSPI,,,,,-45104,-123921450,,,2271
377220,"From Bio Co., Ltd.",KOSDAQ,,,,,-20506,-74560580,,,-6294
079650,Seo San Co. Ltd.,KOSDAQ,,,,,-316161,-1718414655,,,16222
047400,Union Materials Corp.,KOSPI,,,,,-137751,-125409093,,,10701
052020,STCUBE,KOSDAQ,,,,,-141866,-1330513740,,,5678
085310,NK,KOSPI,,,,,-6277,-92109330,,,80789
086900,Medy-Tox Inc.,KOSDAQ,,,,,-49972,-3453106500,,,-18870
054540,SAMYOUNG M-TEK CO. LTD.,KOSDAQ,,,,,153408,976050820,,,-6833
064090,InkredibleBuzz,KOSDAQ,,,,,0,0,,,0
067280,Multicampus Corporation,KOSDAQ,,,,,-5617,-134075800,,,-32
354320,"ALMAC CO.,LTD",KOSDAQ,,,,,-225317,-6753061750,,,52176
413630,CP SYSTEM,KOSDAQ,,,,,-171254,-923142560,,,-9
003580,"HLB GLOBAL Co., Ltd.",KOSPI,,,,,13689,7729000,,,5529
474650,"LINCSOLUTION CO., LTD.",KOSDAQ,,,,,-90960,-2277265650,,,5159
041020,Polaris Office,KOSDAQ,,,,,149159,432738970,,,-282
067900,"Y-ENTEC CO.,LTD.",KOSDAQ,,,,,-28510,-168489380,,,463
042520,HANS BIOMED CORPORATION,KOSDAQ,,,,,116397,2086298980,,,-365279
047920,HLB PHARMACEUTICAL,KOSDAQ,,,,,262567,2090808920,,,-466
308080,ViGenCell Inc.,KOSDAQ,,,,,10847,26177385,,,-485
236200,Suprema Inc.,KOSDAQ,,,,,129542,7486543700,,,-30618
272450,JIN AIR,KOSPI,,,,,-66161,-338501580,,,-7031
281820,KCTECH,KOSPI,,,,,66464,3632184600,,,-313858
377330,"EGTRONICS Co., Ltd.",KOSDAQ,,,,,20438,54230415,,,18
462860,Dozn Inc.,KOSDAQ,,,,,-1332570,-3293954779,,,34752
023960,SC ENGINEERING,KOSPI,,,,,14072,13882823,,,6696
037760,"CENIT CO., LTD",KOSDAQ,,,,,3761,8839125,,,91
106080,KEM Tech,KOSDAQ,,,,,0,0,,,0
225530,HC BoKwang Industry,KOSDAQ,,,,,-228,-676203,,,-16849
389470,Inventage Lab Inc.,KOSDAQ,,,,,-22826,-737367150,,,7009
397030,"AprilBio Co.,Ltd.",KOSDAQ,,,,,-55480,-2755278190,,,-154444
439580,"BLUEMTEC CO., LTD.",KOSDAQ,,,,,-187078,-329904074,,,251
199800,ToolGen Incorporated,KOSDAQ,,,,,-18521,-587508807,,,-75
008040,SAJODONGAONE,KOSPI,,,,,-96908,-63206213,,,-160693
012340,"NUIN TEK CO., LTD",KOSDAQ,,,,,-490024,-376315129,,,-129320
019180,THN CORPORATION,KOSPI,,,,,-102849,-557795450,,,-41061
019570,Plutus Investment,KOSDAQ,,,,,-44795,-107856615,,,-10
025860,NamhaeChemical,KOSPI,,,,,-739246,-4424020840,,,7577
025880,"KC FEED CO., LTD.",KOSDAQ,,,,,72706,171793650,,,1358
097800,WINPAC INC.,KOSDAQ,,,,,203991,379859414,,,-444
102120,"ABOV Semiconductor Co.,Ltd.",KOSDAQ,,,,,36306,202402210,,,-563
102370,K Auction Inc.,KOSDAQ,,,,,92045,286869180,,,-9324
275630,SSR Inc.,KOSDAQ,,,,,-3381,-10718340,,,6600
005670,FOODWELL CORPORATION,KOSDAQ,,,,,-39487,-261110810,,,17287
011230,SamwhaElectronics,KOSPI,,,,,12830,56317710,,,785
131970,DOOSAN TESNA,KOSDAQ,,,,,-610753,-46116908300,,,101074
317400,XI S&D,KOSPI,,,,,-573339,-4196335550,,,2231925
332370,"IDP Corp., Ltd.",KOSDAQ,,,,,35122,193016670,,,0
222110,Pangen Biotech Inc.,KOSDAQ,,,,,36818,185352600,,,1210
052790,"ACTOZ SOFT CO., LTD.",KOSDAQ,,,,,15021,68997190,,,-146
053620,TAEYANG Corporation,KOSDAQ,,,,,-3434,-22304530,,,-10
065150,Daesan F&B Inc.,KOSDAQ,,,,,17680,25777260,,,-335
272290,"INNOX Advanced Materials Co., Ltd.",KOSDAQ,,,,,21795,347215420,,,-36760
000230,ILDONG HOLDINGS,KOSPI,,,,,-1807,-13501080,,,281
000950,Chonbang,KOSPI,,,,,992,1643050,,,67
001340,PKC,KOSPI,,,,,-41746,-214121235,,,9198
432720,"QUALITAS SEMICONDUCTOR CO., LTD.",KOSDAQ,,,,,-13910,-183307920,,,6210
491000,LivsMed Inc.,KOSDAQ,,,,,-327692,-13599024950,,,65900
900120,CXI Healthcare Technology Group Limited,KOSDAQ,,,,,241569,224826353,,,7200
009300,Sam-A Pharm. Co. Ltd,KOSDAQ,,,,,2999,35355810,,,3
016580,WhaninPharm,KOSPI,,,,,13591,155453800,,,40069
121890,"SD system Co., Ltd",KOSDAQ,,,,,-8369,-24336047,,,0
138610,"NIBEC CO., LTD.",KOSDAQ,,,,,-129350,-2255352760,,,-246924
131400,EV ADVANCED MATERIAL,KOSDAQ,,,,,-788257,-655590975,,,-37
044490,"TAEWOONG CO., LTD.",KOSDAQ,,,,,-278944,-8871055550,,,70042
220260,"Chemtros Co., Ltd.",KOSDAQ,,,,,-4070,-69933360,,,54
290550,"DK Tech Co., Ltd.",KOSDAQ,,,,,273307,4517250270,,,-387120
277810,Rainbow Robotics,KOSDAQ,,,,,159668,73439755000,,,-53116
036530,SNT Holdings,KOSPI,,,,,-29785,-1428277050,,,-22092
347700,Sphere,KOSDAQ,,,,,-857666,-19217666530,,,1239791
214430,"i3system, Ind.",KOSDAQ,,,,,-19596,-1478136800,,,-6165
084680,E-WORLD,KOSPI,,,,,-658172,-341581715,,,-158787
